"Step","paper-main_4096_shallow_freeze-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_shallow_freeze-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_shallow_freeze-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/flops_ratio__MAX","paper-main_4096_pure_baseline-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_pure_baseline-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_pure_baseline-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_pure_baseline-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_pure_baseline-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_pure_baseline-seed0-eval200-clean - aah/flops_ratio__MAX","paper-main_4096_grouping_off-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_grouping_off-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_grouping_off-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_grouping_off-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_grouping_off-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_grouping_off-seed0-eval200-clean - aah/flops_ratio__MAX","paper-main_4096_full_adaptive-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_full_adaptive-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_full_adaptive-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/flops_ratio__MAX","paper-main_4096_deep_practical_reuse-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_deep_practical_reuse-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/flops_ratio__MAX"
"212","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","0.764823717948718","0.764823717948718","0.764823717948718","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"213","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7660256410256411","0.7660256410256411","0.7660256410256411","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"214","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","0.7658253205128205","0.7658253205128205","0.7658253205128205","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"216","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","0.7660256410256411","0.7660256410256411","0.7660256410256411","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"217","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7604166666666666","0.7604166666666666","0.7604166666666666","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"218","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","0.764823717948718","0.764823717948718","0.764823717948718","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"219","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","0.7612179487179487","0.7612179487179487","0.7612179487179487","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"221","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7666266025641025","0.7666266025641025","0.7666266025641025","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"222","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7668269230769231","0.7668269230769231","0.7668269230769231","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"223","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","0.7734375","0.7734375","0.7734375","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"224","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7746394230769231","0.7746394230769231","0.7746394230769231","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"226","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8717948717948718","0.8717948717948718","0.8717948717948718","","","","0.7884615384615384","0.7884615384615384","0.7884615384615384","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"227","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","0.7894631410256411","0.7894631410256411","0.7894631410256411","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"228","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7844551282051282","0.7844551282051282","0.7844551282051282","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"229","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7846554487179487","0.7846554487179487","0.7846554487179487","","","","0.78125","0.78125","0.78125"
"231","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7890625","0.7890625","0.7890625","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"232","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8697916666666666","0.8697916666666666","0.8697916666666666","","","","0.7890625","0.7890625","0.7890625","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"233","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"234","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.78125","0.78125","0.78125"
"236","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7890625","0.7890625","0.7890625","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"237","","","","0.8008814102564102","0.8008814102564102","0.8008814102564102","","","","1","1","1","","","","0.8717948717948718","0.8717948717948718","0.8717948717948718","","","","0.7822516025641025","0.7822516025641025","0.7822516025641025","","","","0.78125","0.78125","0.78125"
"238","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"239","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.78125","0.78125","0.78125"
"241","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.78125","0.78125","0.78125"
"242","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.78125","0.78125","0.78125"
"243","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.78125","0.78125","0.78125"
"244","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"246","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.78125","0.78125","0.78125"
"247","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.78125","0.78125","0.78125"
"248","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.78125","0.78125","0.78125"
"249","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","1","1","1","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.78125","0.78125","0.78125"
