step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
6200,6.677313,4081.22,2015.08,,,2015.08,169.50,408346.78,,,,125.91,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5670,0.5827,0.3997,0.5024,0.5873,0.5195,0.5063,0.5427,0.4604,0.6059,0.6205,0.3608,0.3555,0.5891,0.5365,0.5478,0.6849,0.6640,0.6851,0.7066,0.6747,0.7061,0.6997,0.7136,0.8245,0.8104,0.7984,0.8183,0.8246,0.8236,0.8245,0.8031,0.8234,0.8237,0.8247,0.8234,0.8238,0.8240,0.8234,0.8241,0.6313,0.6302,0.6297,0.6300,0.6303,0.6300,0.6302,0.6297,0.7222,0.7214,0.7225,0.7225,0.7217,0.7218,0.7219,0.7216,0.8238,0.8237,0.8243,0.8241,0.8245,0.8244,0.8239,0.8242",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.64,,11.74,743.95,
6250,6.702194,4044.19,2015.08,,,2015.08,137.08,408350.78,,,,96.47,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5718,0.5905,0.4098,0.5025,0.5927,0.5263,0.5113,0.5457,0.4581,0.5962,0.6119,0.3971,0.3988,0.5619,0.5314,0.5410,0.6943,0.6793,0.7051,0.7114,0.6765,0.6969,0.6943,0.7103,0.8239,0.8108,0.7974,0.8192,0.8240,0.8235,0.8242,0.8101,0.8243,0.8238,0.8238,0.8237,0.8239,0.8239,0.8241,0.8234,0.6302,0.6301,0.6301,0.6305,0.6299,0.6303,0.6303,0.6307,0.7212,0.7225,0.7216,0.7212,0.7217,0.7217,0.7222,0.7221,0.8239,0.8238,0.8238,0.8238,0.8244,0.8241,0.8234,0.8237",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.27,,11.26,816.92,
6300,6.581449,4066.27,2015.08,,,2015.08,156.11,408354.78,,,,115.11,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5749,0.5917,0.4055,0.5052,0.5886,0.5223,0.5171,0.5477,0.4707,0.5828,0.6144,0.3767,0.4277,0.5487,0.5016,0.5396,0.7042,0.6506,0.6808,0.7049,0.6474,0.7037,0.6663,0.7090,0.8238,0.7911,0.7145,0.8128,0.8234,0.8238,0.8243,0.7548,0.8236,0.8243,0.8235,0.8234,0.8243,0.8238,0.8236,0.8240,0.6299,0.6311,0.6299,0.6303,0.6302,0.6304,0.6297,0.6300,0.7222,0.7220,0.7218,0.7209,0.7214,0.7215,0.7219,0.7220,0.8242,0.8238,0.8238,0.8238,0.8239,0.8240,0.8247,0.8246",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.70,,11.71,769.38,
6350,6.385160,3897.10,2015.08,,,2015.08,60.02,408359.78,,,,40.58,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5626,0.5921,0.3940,0.5017,0.5849,0.5133,0.5046,0.5448,0.4749,0.5943,0.6056,0.4070,0.4255,0.5354,0.4767,0.5391,0.6701,0.6448,0.6793,0.7073,0.6564,0.6938,0.6691,0.7078,0.8236,0.8053,0.7796,0.8119,0.8241,0.8226,0.8236,0.7984,0.8241,0.8238,0.8235,0.8239,0.8239,0.8240,0.8239,0.8241,0.6308,0.6306,0.6300,0.6299,0.6301,0.6305,0.6303,0.6310,0.7220,0.7222,0.7221,0.7212,0.7219,0.7210,0.7223,0.7218,0.8245,0.8239,0.8245,0.8241,0.8239,0.8240,0.8245,0.8243",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,36.79,,13.89,2928.41,
6400,6.490238,3955.39,2015.08,,,2015.08,155.75,408363.78,,,,115.12,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5683,0.5916,0.4016,0.4992,0.5891,0.5175,0.5143,0.5469,0.4760,0.5947,0.5981,0.4258,0.4309,0.5104,0.4722,0.5196,0.6898,0.6195,0.6878,0.7077,0.6443,0.7058,0.6264,0.6878,0.8239,0.7554,0.7249,0.7834,0.8236,0.8224,0.8237,0.7715,0.8236,0.8243,0.8243,0.8237,0.8243,0.8240,0.8240,0.8240,0.6305,0.6302,0.6296,0.6308,0.6311,0.6302,0.6298,0.6300,0.7212,0.7221,0.7220,0.7217,0.7223,0.7217,0.7219,0.7220,0.8241,0.8236,0.8240,0.8240,0.8237,0.8235,0.8245,0.8241",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.17,,11.24,753.34,
6450,6.589547,4059.19,2015.08,,,2015.08,139.64,408367.78,,,,99.34,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5721,0.5860,0.4183,0.5014,0.5869,0.5267,0.5113,0.5462,0.5051,0.5983,0.6048,0.4305,0.4341,0.5629,0.5188,0.5559,0.6987,0.6290,0.6921,0.7090,0.6442,0.7046,0.6538,0.6997,0.8238,0.7476,0.7210,0.7817,0.8235,0.8226,0.8245,0.7636,0.8240,0.8237,0.8241,0.8243,0.8237,0.8240,0.8240,0.8241,0.6302,0.6303,0.6287,0.6307,0.6306,0.6309,0.6303,0.6311,0.7217,0.7219,0.7216,0.7221,0.7218,0.7221,0.7218,0.7213,0.8239,0.8245,0.8243,0.8238,0.8244,0.8237,0.8237,0.8240",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.15,,11.39,817.67,
6500,6.336168,3914.78,2015.08,,,2015.08,129.22,407833.27,,,,88.70,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5656,0.5847,0.4083,0.4890,0.5821,0.5101,0.5145,0.5464,0.4707,0.5860,0.6080,0.3732,0.4597,0.5340,0.4911,0.5248,0.6929,0.6400,0.6733,0.7087,0.6505,0.6996,0.6622,0.6898,0.8239,0.7988,0.7332,0.7848,0.8240,0.8220,0.8237,0.7983,0.8238,0.8237,0.8242,0.8243,0.8240,0.8244,0.8228,0.8239,0.6304,0.6303,0.6285,0.6305,0.6301,0.6306,0.6300,0.6301,0.7217,0.7221,0.7223,0.7218,0.7218,0.7222,0.7216,0.7216,0.8240,0.8242,0.8241,0.8243,0.8239,0.8244,0.8246,0.8234",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.78,,11.88,767.78,
6500,,,,6.571264,714.2719
6550,6.601987,2461.75,2015.08,,,2015.08,135.20,407711.72,,,,94.16,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5642,0.5848,0.4008,0.5090,0.5833,0.5234,0.5042,0.5474,0.4881,0.5876,0.6018,0.4020,0.3770,0.5658,0.5220,0.5432,0.6873,0.5672,0.6929,0.7088,0.5832,0.7055,0.6565,0.7001,0.8235,0.7617,0.6980,0.7831,0.8241,0.8229,0.8238,0.7244,0.8239,0.8238,0.8241,0.8240,0.8244,0.8244,0.8242,0.8233,0.6302,0.6309,0.6294,0.6306,0.6301,0.6308,0.6304,0.6305,0.7219,0.7221,0.7224,0.7216,0.7220,0.7217,0.7213,0.7214,0.8243,0.8241,0.8243,0.8240,0.8242,0.8239,0.8233,0.8240",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,28.84,,11.97,856.96,
6600,6.482081,4029.70,2015.08,,,2015.08,131.70,407845.27,,,,91.47,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5686,0.5820,0.4148,0.4900,0.5906,0.5230,0.5066,0.5467,0.4786,0.5920,0.6009,0.4184,0.3989,0.5355,0.5079,0.5527,0.6941,0.5342,0.6923,0.7037,0.6297,0.6991,0.6404,0.6837,0.8238,0.7964,0.7400,0.7831,0.8236,0.8230,0.8237,0.7785,0.8236,0.8236,0.8236,0.8239,0.8235,0.8241,0.8240,0.8240,0.6306,0.6307,0.6292,0.6306,0.6299,0.6305,0.6300,0.6296,0.7220,0.7228,0.7216,0.7219,0.7215,0.7214,0.7218,0.7216,0.8243,0.8240,0.8246,0.8240,0.8241,0.8244,0.8240,0.8237",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.69,,11.67,779.22,
6650,6.367767,4069.18,2015.08,,,2015.08,135.70,407851.27,,,,95.30,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5677,0.5883,0.4020,0.4892,0.5950,0.5200,0.5224,0.5420,0.4636,0.5946,0.5922,0.4342,0.4600,0.5050,0.4476,0.5577,0.6822,0.5860,0.6857,0.6958,0.6304,0.6981,0.6275,0.6630,0.8237,0.7771,0.6998,0.7413,0.8242,0.8219,0.8233,0.7637,0.8243,0.8238,0.8238,0.8236,0.8237,0.8243,0.8237,0.8237,0.6309,0.6306,0.6287,0.6300,0.6298,0.6297,0.6298,0.6299,0.7217,0.7218,0.7212,0.7212,0.7217,0.7211,0.7218,0.7217,0.8241,0.8233,0.8239,0.8243,0.8240,0.8241,0.8245,0.8247",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.87,,11.22,749.75,
6700,6.523536,4070.67,2015.08,,,2015.08,136.73,407853.27,,,,96.31,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5733,0.5834,0.4052,0.4891,0.5897,0.5256,0.5151,0.5487,0.4711,0.5938,0.6033,0.4527,0.3830,0.5564,0.5129,0.5534,0.6787,0.6335,0.6907,0.7072,0.6370,0.7002,0.6679,0.6764,0.8235,0.7882,0.7107,0.7795,0.8236,0.8227,0.8236,0.7949,0.8243,0.8231,0.8233,0.8237,0.8242,0.8243,0.8235,0.8233,0.6292,0.6295,0.6292,0.6304,0.6308,0.6302,0.6296,0.6307,0.7221,0.7215,0.7217,0.7217,0.7218,0.7222,0.7218,0.7222,0.8239,0.8237,0.8241,0.8244,0.8238,0.8239,0.8244,0.8241",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.22,,11.59,737.90,
6750,6.729107,4048.24,2015.08,,,2015.08,140.31,407859.27,,,,100.12,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5747,0.5875,0.4093,0.5062,0.5923,0.5271,0.5190,0.5519,0.4724,0.5963,0.6046,0.4526,0.4102,0.5564,0.5140,0.5702,0.6941,0.6110,0.6896,0.7028,0.6423,0.6974,0.6421,0.6926,0.8235,0.6819,0.5002,0.7383,0.8231,0.8234,0.8243,0.6156,0.8241,0.8243,0.8244,0.8243,0.8237,0.8239,0.8240,0.8233,0.6307,0.6297,0.6286,0.6300,0.6300,0.6306,0.6303,0.6303,0.7216,0.7213,0.7218,0.7222,0.7214,0.7218,0.7214,0.7222,0.8246,0.8241,0.8237,0.8238,0.8237,0.8235,0.8242,0.8244",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,28.16,,11.59,888.19,
6800,6.581267,4071.11,2015.08,,,2015.08,147.83,407864.27,,,,106.91,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5734,0.5910,0.3979,0.5057,0.5883,0.5223,0.5077,0.5486,0.4867,0.5790,0.6007,0.4424,0.3957,0.5731,0.5401,0.5555,0.6862,0.5846,0.6855,0.6969,0.5703,0.6869,0.6909,0.7097,0.8236,0.8181,0.7974,0.8145,0.8241,0.8233,0.8236,0.8107,0.8236,0.8238,0.8238,0.8233,0.8242,0.8239,0.8241,0.8236,0.6304,0.6308,0.6289,0.6296,0.6295,0.6302,0.6292,0.6300,0.7218,0.7220,0.7220,0.7226,0.7216,0.7217,0.7217,0.7220,0.8234,0.8237,0.8238,0.8234,0.8240,0.8239,0.8242,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.68,,11.01,737.46,
6850,6.593568,4064.87,2015.08,,,2015.08,134.03,407867.27,,,,93.48,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5772,0.5908,0.4084,0.5102,0.5958,0.5277,0.5296,0.5557,0.4812,0.5906,0.6032,0.3856,0.4503,0.5704,0.5321,0.5558,0.6881,0.5717,0.6637,0.6881,0.5913,0.6920,0.6412,0.6945,0.8234,0.7277,0.6777,0.7640,0.8239,0.8224,0.8236,0.7129,0.8237,0.8244,0.8240,0.8236,0.8237,0.8239,0.8236,0.8224,0.6307,0.6308,0.6277,0.6304,0.6303,0.6308,0.6291,0.6300,0.7217,0.7222,0.7223,0.7226,0.7213,0.7217,0.7215,0.7220,0.8243,0.8243,0.8236,0.8241,0.8242,0.8246,0.8240,0.8243",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.90,,11.45,744.04,
6900,6.429968,4062.91,2015.08,,,2015.08,139.14,407872.27,,,,98.80,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5696,0.5928,0.4136,0.5016,0.5878,0.5212,0.5088,0.5472,0.4769,0.5853,0.6040,0.4220,0.3851,0.5126,0.4565,0.5317,0.6941,0.6201,0.6788,0.6946,0.6266,0.6854,0.6870,0.7059,0.8231,0.8084,0.7978,0.8048,0.8239,0.8233,0.8232,0.8070,0.8236,0.8242,0.8242,0.8235,0.8243,0.8237,0.8241,0.8237,0.6299,0.6300,0.6283,0.6296,0.6303,0.6308,0.6302,0.6307,0.7213,0.7214,0.7217,0.7217,0.7222,0.7219,0.7222,0.7221,0.8232,0.8240,0.8242,0.8239,0.8240,0.8246,0.8238,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.07,,12.47,751.59,
6950,6.519263,4038.10,2015.08,,,2015.08,131.28,407875.27,,,,91.25,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5738,0.5933,0.4041,0.4927,0.5869,0.5128,0.5152,0.5489,0.4786,0.5936,0.6002,0.4054,0.4496,0.5326,0.4972,0.5528,0.6967,0.5868,0.6884,0.6914,0.6003,0.6909,0.6650,0.6963,0.8242,0.7653,0.7245,0.7771,0.8238,0.8224,0.8232,0.7723,0.8233,0.8244,0.8238,0.8237,0.8235,0.8235,0.8240,0.8232,0.6287,0.6309,0.6277,0.6292,0.6297,0.6301,0.6295,0.6306,0.7221,0.7223,0.7220,0.7210,0.7217,0.7217,0.7216,0.7216,0.8243,0.8240,0.8240,0.8242,0.8239,0.8241,0.8241,0.8237",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.65,,11.86,741.76,
7000,6.622880,4064.95,2015.08,,,2015.08,124.16,407879.72,,,,84.38,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5733,0.5941,0.4239,0.5104,0.5874,0.5300,0.5086,0.5503,0.4964,0.5991,0.6120,0.4159,0.4187,0.5913,0.5476,0.5555,0.7009,0.6444,0.6858,0.6979,0.6279,0.7046,0.6924,0.7026,0.8237,0.8084,0.7834,0.8023,0.8239,0.8228,0.8235,0.8045,0.8241,0.8243,0.8237,0.8237,0.8241,0.8239,0.8241,0.8234,0.6306,0.6304,0.6280,0.6298,0.6302,0.6301,0.6290,0.6294,0.7224,0.7221,0.7217,0.7218,0.7215,0.7217,0.7216,0.7218,0.8241,0.8239,0.8240,0.8241,0.8243,0.8239,0.8237,0.8242",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.84,,11.49,737.40,
7000,,,,6.559179,705.6922
7050,6.536059,2633.83,2015.08,,,2015.08,135.97,407889.27,,,,95.47,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5666,0.5885,0.4139,0.4969,0.5864,0.5239,0.5153,0.5517,0.4807,0.5842,0.6061,0.3957,0.4107,0.5495,0.5005,0.5403,0.6827,0.6052,0.6865,0.6962,0.6241,0.6864,0.6571,0.6788,0.8233,0.7398,0.6828,0.7214,0.8242,0.8223,0.8244,0.7071,0.8237,0.8240,0.8239,0.8236,0.8238,0.8234,0.8239,0.8228,0.6306,0.6306,0.6287,0.6290,0.6296,0.6303,0.6289,0.6294,0.7222,0.7212,0.7217,0.7218,0.7219,0.7216,0.7220,0.7217,0.8241,0.8240,0.8243,0.8238,0.8242,0.8240,0.8245,0.8236",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,27.37,,12.76,769.79,
