step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
5300,6.743306,4080.22,2015.08,,,2015.08,159.64,408253.77,,,,118.00,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5658,0.5899,0.3937,0.4962,0.5929,0.5174,0.5147,0.5434,0.4629,0.6265,0.6240,0.4052,0.3931,0.5855,0.6222,0.5483,0.7016,0.7006,0.6988,0.7149,0.7024,0.7132,0.6752,0.7035,0.8238,0.8190,0.8128,0.8051,0.8243,0.8239,0.8239,0.8137,0.8235,0.8244,0.8246,0.8244,0.8241,0.8237,0.8244,0.8235,0.6302,0.6302,0.6299,0.6306,0.6302,0.6307,0.6299,0.6312,0.7221,0.7217,0.7221,0.7218,0.7214,0.7218,0.7224,0.7214,0.8241,0.8242,0.8236,0.8242,0.8237,0.8239,0.8241,0.8245",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.21,,11.82,770.68,
5350,6.705849,3738.69,2015.08,,,2015.08,152.08,408258.22,,,,110.00,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5654,0.5899,0.3959,0.5000,0.5836,0.5192,0.5052,0.5431,0.4624,0.6183,0.6170,0.4592,0.3556,0.5929,0.6121,0.5436,0.7079,0.7030,0.6988,0.7141,0.6969,0.7092,0.6679,0.7046,0.8241,0.8116,0.8035,0.7953,0.8235,0.8231,0.8240,0.7950,0.8241,0.8241,0.8238,0.8229,0.8239,0.8235,0.8240,0.8240,0.6306,0.6309,0.6298,0.6311,0.6307,0.6309,0.6296,0.6312,0.7215,0.7221,0.7216,0.7218,0.7217,0.7221,0.7212,0.7216,0.8238,0.8245,0.8242,0.8244,0.8236,0.8242,0.8239,0.8240",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,28.81,,11.20,803.87,
5400,6.708499,4091.78,2015.08,,,2015.08,160.67,408262.22,,,,118.39,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5636,0.5909,0.3822,0.5029,0.5901,0.5141,0.5179,0.5434,0.4853,0.6138,0.6289,0.4026,0.3867,0.5579,0.5817,0.5473,0.6998,0.6986,0.6687,0.7144,0.7018,0.7123,0.6828,0.7024,0.8233,0.8130,0.7948,0.8043,0.8240,0.8236,0.8238,0.8088,0.8238,0.8237,0.8237,0.8231,0.8241,0.8228,0.8238,0.8242,0.6307,0.6305,0.6303,0.6312,0.6298,0.6307,0.6313,0.6306,0.7224,0.7218,0.7214,0.7209,0.7218,0.7220,0.7220,0.7220,0.8242,0.8239,0.8240,0.8240,0.8239,0.8236,0.8233,0.8239",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.97,,11.72,732.70,
5450,6.496359,4094.36,2015.08,,,2015.08,169.58,408266.77,,,,126.84,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5577,0.5886,0.3949,0.4949,0.5909,0.5070,0.5207,0.5416,0.4666,0.6090,0.6106,0.4385,0.4099,0.5420,0.5470,0.5655,0.6683,0.6602,0.6570,0.7133,0.6819,0.7075,0.6401,0.7048,0.8239,0.8122,0.7584,0.8088,0.8243,0.8228,0.8236,0.7944,0.8240,0.8236,0.8239,0.8243,0.8238,0.8241,0.8245,0.8241,0.6309,0.6309,0.6303,0.6300,0.6303,0.6306,0.6296,0.6306,0.7220,0.7223,0.7218,0.7208,0.7217,0.7223,0.7228,0.7221,0.8240,0.8234,0.8244,0.8246,0.8244,0.8232,0.8241,0.8241",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.78,,11.60,741.62,
5500,6.739848,4110.86,2015.08,,,2015.08,161.17,408271.77,,,,118.88,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5605,0.5943,0.3899,0.5044,0.5919,0.5133,0.5116,0.5399,0.4525,0.6090,0.5890,0.3886,0.3805,0.5603,0.5700,0.5381,0.6993,0.6932,0.6693,0.7149,0.7010,0.7100,0.6842,0.7159,0.8240,0.8050,0.7956,0.8110,0.8238,0.8233,0.8241,0.8036,0.8241,0.8235,0.8240,0.8236,0.8247,0.8244,0.8238,0.8241,0.6305,0.6303,0.6302,0.6311,0.6298,0.6304,0.6306,0.6306,0.7218,0.7217,0.7214,0.7221,0.7216,0.7218,0.7217,0.7215,0.8238,0.8239,0.8235,0.8240,0.8240,0.8237,0.8244,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.91,,11.70,723.09,
5500,,,,6.636913,762.7365
5550,6.810948,2643.76,2015.08,,,2015.08,171.92,408278.77,,,,128.84,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5720,0.5940,0.3947,0.5063,0.5898,0.5201,0.5052,0.5463,0.4686,0.6222,0.6204,0.4230,0.3589,0.5789,0.5559,0.5494,0.7057,0.6879,0.6713,0.7158,0.6883,0.7008,0.6883,0.7129,0.8243,0.8128,0.7979,0.8168,0.8245,0.8230,0.8238,0.8065,0.8238,0.8233,0.8244,0.8234,0.8238,0.8240,0.8239,0.8235,0.6309,0.6301,0.6311,0.6305,0.6308,0.6306,0.6307,0.6303,0.7216,0.7222,0.7220,0.7225,0.7218,0.7219,0.7215,0.7223,0.8241,0.8239,0.8243,0.8242,0.8240,0.8239,0.8245,0.8239",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.55,,11.83,745.96,
5600,6.566925,4090.79,2015.08,,,2015.08,156.81,408283.77,,,,114.69,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5650,0.5949,0.3953,0.5000,0.5817,0.5087,0.5064,0.5443,0.4663,0.6299,0.6218,0.4098,0.4299,0.5893,0.5591,0.5666,0.6830,0.6860,0.6725,0.7027,0.7023,0.7082,0.6866,0.7110,0.8236,0.7936,0.7947,0.8197,0.8240,0.8236,0.8235,0.7609,0.8244,0.8238,0.8238,0.8231,0.8239,0.8237,0.8234,0.8240,0.6313,0.6310,0.6302,0.6312,0.6307,0.6304,0.6298,0.6307,0.7214,0.7218,0.7213,0.7212,0.7224,0.7213,0.7218,0.7232,0.8242,0.8240,0.8235,0.8240,0.8235,0.8239,0.8243,0.8242",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.94,,11.17,755.00,
5650,6.618502,4066.22,2015.08,,,2015.08,169.66,408287.77,,,,127.22,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5602,0.5914,0.3997,0.5018,0.5923,0.5212,0.5241,0.5414,0.4502,0.6117,0.5951,0.4086,0.4029,0.5505,0.5158,0.5389,0.7008,0.6599,0.6650,0.7020,0.6898,0.7099,0.6675,0.7078,0.8233,0.7543,0.7490,0.8105,0.8245,0.8231,0.8238,0.7358,0.8243,0.8235,0.8245,0.8233,0.8239,0.8238,0.8242,0.8239,0.6306,0.6308,0.6301,0.6306,0.6300,0.6309,0.6301,0.6304,0.7213,0.7227,0.7214,0.7220,0.7221,0.7216,0.7216,0.7215,0.8234,0.8234,0.8246,0.8239,0.8236,0.8239,0.8237,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.67,,12.21,743.94,
5700,6.583544,4098.54,2015.08,,,2015.08,161.27,408291.77,,,,119.03,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5580,0.5843,0.3911,0.4993,0.5933,0.5195,0.5127,0.5421,0.4497,0.6061,0.6109,0.4026,0.3886,0.5420,0.5097,0.5459,0.6889,0.6651,0.5888,0.6938,0.6632,0.6848,0.6664,0.6720,0.8237,0.7971,0.7727,0.8081,0.8242,0.8233,0.8234,0.7887,0.8236,0.8238,0.8242,0.8235,0.8239,0.8234,0.8244,0.8238,0.6306,0.6306,0.6299,0.6299,0.6306,0.6307,0.6310,0.6297,0.7221,0.7218,0.7220,0.7215,0.7221,0.7224,0.7219,0.7221,0.8237,0.8238,0.8237,0.8233,0.8238,0.8235,0.8240,0.8244",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.20,,12.38,737.48,
5750,6.486743,4100.39,2015.08,,,2015.08,169.05,408304.77,,,,126.27,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5610,0.5921,0.3941,0.4962,0.5836,0.5195,0.5166,0.5371,0.4721,0.6140,0.6144,0.3505,0.4145,0.5440,0.5094,0.5220,0.6854,0.6684,0.6473,0.6760,0.6577,0.6893,0.6861,0.7084,0.8234,0.8120,0.8015,0.8107,0.8241,0.8230,0.8237,0.8109,0.8240,0.8240,0.8236,0.8240,0.8243,0.8239,0.8241,0.8243,0.6305,0.6305,0.6301,0.6306,0.6305,0.6304,0.6304,0.6309,0.7225,0.7216,0.7212,0.7222,0.7222,0.7212,0.7214,0.7216,0.8242,0.8239,0.8235,0.8244,0.8239,0.8244,0.8240,0.8242",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.50,,11.73,735.46,
5800,6.556223,4100.22,2015.08,,,2015.08,158.64,408299.78,,,,116.27,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5742,0.5885,0.4075,0.4925,0.5839,0.5236,0.5151,0.5474,0.4980,0.6156,0.6095,0.3799,0.4182,0.5885,0.5380,0.5343,0.6956,0.6863,0.6787,0.6881,0.6792,0.7004,0.6677,0.7010,0.8239,0.7927,0.7561,0.8063,0.8238,0.8229,0.8244,0.7834,0.8244,0.8238,0.8241,0.8241,0.8237,0.8243,0.8237,0.8244,0.6300,0.6301,0.6301,0.6302,0.6304,0.6309,0.6313,0.6304,0.7223,0.7220,0.7218,0.7220,0.7222,0.7216,0.7216,0.7223,0.8240,0.8242,0.8237,0.8237,0.8237,0.8241,0.8240,0.8249",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.42,,11.15,738.82,
5850,6.670864,4099.45,2015.08,,,2015.08,170.06,408311.78,,,,126.97,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5687,0.5842,0.4032,0.4992,0.5811,0.5206,0.5162,0.5460,0.4802,0.6138,0.6065,0.3999,0.4663,0.5726,0.5257,0.5471,0.6739,0.6789,0.6889,0.6964,0.6736,0.7082,0.6334,0.6941,0.8244,0.8109,0.7984,0.7985,0.8240,0.8232,0.8234,0.8011,0.8245,0.8239,0.8241,0.8237,0.8248,0.8239,0.8244,0.8240,0.6302,0.6303,0.6305,0.6306,0.6306,0.6305,0.6300,0.6309,0.7221,0.7215,0.7210,0.7214,0.7221,0.7220,0.7224,0.7223,0.8243,0.8244,0.8241,0.8240,0.8241,0.8243,0.8236,0.8247",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.71,,12.19,748.89,
5900,6.509935,4095.52,2015.08,,,2015.08,161.39,408316.78,,,,118.20,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5569,0.5932,0.4047,0.5043,0.5924,0.5155,0.5175,0.5436,0.4749,0.6028,0.5895,0.4039,0.4058,0.5528,0.4907,0.5356,0.6710,0.6340,0.6242,0.7021,0.6770,0.7017,0.6383,0.7057,0.8243,0.8081,0.7916,0.7976,0.8243,0.8226,0.8240,0.7791,0.8228,0.8233,0.8241,0.8234,0.8242,0.8241,0.8241,0.8241,0.6301,0.6310,0.6299,0.6301,0.6311,0.6302,0.6304,0.6300,0.7222,0.7222,0.7219,0.7227,0.7217,0.7218,0.7224,0.7221,0.8243,0.8239,0.8239,0.8237,0.8240,0.8243,0.8244,0.8240",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.62,,11.33,745.47,
5950,6.822028,3782.60,2015.08,,,2015.08,159.75,408322.78,,,,117.42,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5676,0.5881,0.3890,0.5101,0.5883,0.5232,0.5139,0.5451,0.4634,0.6164,0.6170,0.3948,0.4157,0.5913,0.5381,0.5445,0.7010,0.6896,0.7095,0.6963,0.6854,0.7139,0.6919,0.7148,0.8237,0.8187,0.8030,0.8161,0.8237,0.8237,0.8239,0.8117,0.8244,0.8236,0.8242,0.8241,0.8237,0.8239,0.8237,0.8239,0.6301,0.6311,0.6303,0.6301,0.6315,0.6302,0.6307,0.6305,0.7218,0.7222,0.7223,0.7218,0.7222,0.7217,0.7218,0.7214,0.8249,0.8238,0.8238,0.8243,0.8241,0.8235,0.8243,0.8239",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.29,,12.70,768.64,
6000,6.553011,4076.76,2015.08,,,2015.08,168.83,408327.78,,,,124.23,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5674,0.5878,0.4030,0.4940,0.5818,0.5148,0.5021,0.5385,0.4629,0.5955,0.6155,0.3778,0.4009,0.5893,0.5387,0.5294,0.6940,0.6823,0.6746,0.6975,0.6841,0.7063,0.6916,0.7036,0.8243,0.8145,0.7938,0.8147,0.8236,0.8227,0.8241,0.8150,0.8241,0.8241,0.8238,0.8238,0.8236,0.8235,0.8240,0.8239,0.6305,0.6295,0.6294,0.6307,0.6307,0.6304,0.6309,0.6300,0.7222,0.7226,0.7216,0.7221,0.7219,0.7217,0.7215,0.7217,0.8245,0.8238,0.8239,0.8238,0.8240,0.8240,0.8241,0.8240",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.14,,11.78,740.53,
6000,,,,6.610877,743.1345
6050,6.692924,2640.34,2015.08,,,2015.08,172.38,408334.78,,,,122.47,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5708,0.5911,0.4042,0.5027,0.5891,0.5242,0.5104,0.5434,0.4571,0.6045,0.6207,0.3966,0.3576,0.5865,0.5470,0.5159,0.6987,0.6720,0.6864,0.7066,0.6678,0.7020,0.6732,0.7113,0.8244,0.8041,0.7772,0.8181,0.8237,0.8235,0.8234,0.7939,0.8236,0.8242,0.8238,0.8238,0.8234,0.8243,0.8245,0.8239,0.6303,0.6310,0.6306,0.6302,0.6304,0.6305,0.6308,0.6307,0.7218,0.7217,0.7220,0.7213,0.7220,0.7218,0.7222,0.7214,0.8243,0.8241,0.8241,0.8231,0.8238,0.8240,0.8238,0.8243",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.91,,12.22,768.07,
6100,6.371917,4075.02,2015.08,,,2015.08,156.92,408338.78,,,,113.45,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5624,0.5851,0.3972,0.4951,0.5849,0.5101,0.5114,0.5389,0.4648,0.5976,0.6052,0.3806,0.4365,0.5600,0.5014,0.5278,0.6951,0.6725,0.6695,0.7038,0.6663,0.7067,0.6214,0.6967,0.8236,0.7012,0.6601,0.8026,0.8238,0.8229,0.8240,0.7195,0.8242,0.8243,0.8240,0.8240,0.8241,0.8235,0.8233,0.8233,0.6312,0.6314,0.6303,0.6298,0.6293,0.6311,0.6303,0.6310,0.7220,0.7217,0.7224,0.7221,0.7220,0.7221,0.7221,0.7223,0.8243,0.8238,0.8242,0.8239,0.8237,0.8242,0.8242,0.8240",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.16,,11.22,779.67,
6150,6.477802,4081.88,2015.08,,,2015.08,162.83,408342.78,,,,119.45,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5621,0.5867,0.4056,0.4934,0.5874,0.5224,0.5098,0.5409,0.4747,0.5998,0.6133,0.4013,0.3923,0.5714,0.5255,0.5178,0.6895,0.6363,0.6836,0.7013,0.6705,0.7044,0.6611,0.6998,0.8239,0.7173,0.6849,0.7991,0.8237,0.8221,0.8242,0.7078,0.8241,0.8247,0.8240,0.8236,0.8244,0.8240,0.8244,0.8235,0.6305,0.6310,0.6303,0.6308,0.6309,0.6307,0.6303,0.6301,0.7213,0.7224,0.7217,0.7218,0.7213,0.7221,0.7214,0.7222,0.8239,0.8236,0.8240,0.8235,0.8239,0.8234,0.8240,0.8244",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.77,,11.52,747.06,
