"Step","paper-main_4096_deep_practical_reuse-seed0-infer - aah/flops_ratio","paper-main_4096_deep_practical_reuse-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_deep_practical_reuse-seed0 - aah/flops_ratio","paper-main_4096_deep_practical_reuse-seed0 - aah/flops_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0 - aah/flops_ratio__MAX","paper-main_4096_shallow_freeze-seed0-infer - aah/flops_ratio","paper-main_4096_shallow_freeze-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_shallow_freeze-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_shallow_freeze-seed0 - aah/flops_ratio","paper-main_4096_shallow_freeze-seed0 - aah/flops_ratio__MIN","paper-main_4096_shallow_freeze-seed0 - aah/flops_ratio__MAX","paper-main_4096_full_adaptive-seed0-infer - aah/flops_ratio","paper-main_4096_full_adaptive-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_full_adaptive-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_full_adaptive-seed0 - aah/flops_ratio","paper-main_4096_full_adaptive-seed0 - aah/flops_ratio__MIN","paper-main_4096_full_adaptive-seed0 - aah/flops_ratio__MAX","paper-main_4096_grouping_off-seed0-infer - aah/flops_ratio","paper-main_4096_grouping_off-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_grouping_off-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_grouping_off-seed0 - aah/flops_ratio","paper-main_4096_grouping_off-seed0 - aah/flops_ratio__MIN","paper-main_4096_grouping_off-seed0 - aah/flops_ratio__MAX","paper-main_4096_pure_baseline-seed0-infer - aah/flops_ratio","paper-main_4096_pure_baseline-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_pure_baseline-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_pure_baseline-seed0 - aah/flops_ratio","paper-main_4096_pure_baseline-seed0 - aah/flops_ratio__MIN","paper-main_4096_pure_baseline-seed0 - aah/flops_ratio__MAX"
"47","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7880608974358975","0.7880608974358975","0.7880608974358975","","","","0.8649839743589743","0.8649839743589743","0.8649839743589743","","","","1","1","1"
"48","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7880608974358975","0.7880608974358975","0.7880608974358975","","","","0.8659855769230769","0.8659855769230769","0.8659855769230769","","","","1","1","1"
"49","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7682291666666666","0.7682291666666666","0.7682291666666666","","","","0.8645833333333334","0.8645833333333334","0.8645833333333334","","","","1","1","1"
"51","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7706330128205128","0.7706330128205128","0.7706330128205128","","","","0.8645833333333334","0.8645833333333334","0.8645833333333334","","","","1","1","1"
"52","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7682291666666666","0.7682291666666666","0.7682291666666666","","","","0.8659855769230769","0.8659855769230769","0.8659855769230769","","","","1","1","1"
"53","","","","0.78125","0.78125","0.78125","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7754407051282052","0.7754407051282052","0.7754407051282052","","","","0.8659855769230769","0.8659855769230769","0.8659855769230769","","","","1","1","1"
"54","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7638221153846154","0.7638221153846154","0.7638221153846154","","","","0.8645833333333334","0.8645833333333334","0.8645833333333334","","","","1","1","1"
"56","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7674278846153846","0.7674278846153846","0.7674278846153846","","","","0.8645833333333334","0.8645833333333334","0.8645833333333334","","","","1","1","1"
"57","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7672275641025641","0.7672275641025641","0.7672275641025641","","","","0.8659855769230769","0.8659855769230769","0.8659855769230769","","","","1","1","1"
"58","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7668269230769231","0.7668269230769231","0.7668269230769231","","","","0.8633814102564102","0.8633814102564102","0.8633814102564102","","","","1","1","1"
"59","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8645833333333334","0.8645833333333334","0.8645833333333334","","","","1","1","1"
"61","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8647836538461539","0.8647836538461539","0.8647836538461539","","","","1","1","1"
"62","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.772636217948718","0.772636217948718","0.772636217948718","","","","0.8647836538461539","0.8647836538461539","0.8647836538461539","","","","1","1","1"
"63","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7724358974358975","0.7724358974358975","0.7724358974358975","","","","0.8647836538461539","0.8647836538461539","0.8647836538461539","","","","1","1","1"
"64","","","","0.7932692307692307","0.7932692307692307","0.7932692307692307","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.772636217948718","0.772636217948718","0.772636217948718","","","","0.8647836538461539","0.8647836538461539","0.8647836538461539","","","","1","1","1"
"66","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"67","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7736378205128205","0.7736378205128205","0.7736378205128205","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"68","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7736378205128205","0.7736378205128205","0.7736378205128205","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"69","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7736378205128205","0.7736378205128205","0.7736378205128205","","","","0.8647836538461539","0.8647836538461539","0.8647836538461539","","","","1","1","1"
"71","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7736378205128205","0.7736378205128205","0.7736378205128205","","","","0.8633814102564102","0.8633814102564102","0.8633814102564102","","","","1","1","1"
"72","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7736378205128205","0.7736378205128205","0.7736378205128205","","","","0.8633814102564102","0.8633814102564102","0.8633814102564102","","","","1","1","1"
"73","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7736378205128205","0.7736378205128205","0.7736378205128205","","","","0.8621794871794872","0.8621794871794872","0.8621794871794872","","","","1","1","1"
"74","","","","0.78125","0.78125","0.78125","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7736378205128205","0.7736378205128205","0.7736378205128205","","","","0.8633814102564102","0.8633814102564102","0.8633814102564102","","","","1","1","1"
"76","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7736378205128205","0.7736378205128205","0.7736378205128205","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"77","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.772636217948718","0.772636217948718","0.772636217948718","","","","0.8621794871794872","0.8621794871794872","0.8621794871794872","","","","1","1","1"
"78","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7748397435897436","0.7748397435897436","0.7748397435897436","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"79","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7706330128205128","0.7706330128205128","0.7706330128205128","","","","0.8637820512820513","0.8637820512820513","0.8637820512820513","","","","1","1","1"
"81","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7678285256410257","0.7678285256410257","0.7678285256410257","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","1","1","1"
"82","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"83","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7678285256410257","0.7678285256410257","0.7678285256410257","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"84","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"86","","","","0.78125","0.78125","0.78125","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8609775641025641","0.8609775641025641","0.8609775641025641","","","","1","1","1"
"87","","","","0.78125","0.78125","0.78125","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"88","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","1","1","1"
"89","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8609775641025641","0.8609775641025641","0.8609775641025641","","","","1","1","1"
"91","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","1","1","1"
"92","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7698317307692307","0.7698317307692307","0.7698317307692307","","","","0.8609775641025641","0.8609775641025641","0.8609775641025641","","","","1","1","1"
"93","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7698317307692307","0.7698317307692307","0.7698317307692307","","","","0.8621794871794872","0.8621794871794872","0.8621794871794872","","","","1","1","1"
"94","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7698317307692307","0.7698317307692307","0.7698317307692307","","","","0.8649839743589743","0.8649839743589743","0.8649839743589743","","","","1","1","1"
"96","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7670272435897436","0.7670272435897436","0.7670272435897436","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","1","1","1"
"97","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7672275641025641","0.7672275641025641","0.7672275641025641","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"98","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"99","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7672275641025641","0.7672275641025641","0.7672275641025641","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"101","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","1","1","1"
"102","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","1","1","1"
"103","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","1","1","1"
"104","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"106","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.8637820512820513","0.8637820512820513","0.8637820512820513","","","","1","1","1"
"107","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"108","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7672275641025641","0.7672275641025641","0.7672275641025641","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"109","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","1","1","1"
"111","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","1","1","1"
"112","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7732371794871795","0.7732371794871795","0.7732371794871795","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","1","1","1"
